name,iso_country,municipality,iata_code
Jerez Airport,ES,Jerez de la Forntera,XRY
San Javier Airport,ES,San Javier,MJV
Sabadell Airport,ES,Sabadell,QSA
Leon Airport,ES,LeÃ³n,LEN
LogroÃ±o-Agoncillo Airport,ES,LogroÃ±o,RJL
Adolfo SuÃ¡rez MadridâBarajas Airport,ES,Madrid,MAD
MÃ¡laga Airport,ES,MÃ¡laga,AGP
Menorca Airport,ES,Menorca Island,MAH
Moron Air Base,ES,MorÃ³n,OZP
Lekoni Airport,GA,Lekoni,LEO
Palma De Mallorca Airport,ES,Palma De Mallorca,PMI
Pamplona Airport,ES,Pamplona,PNA
Ciudad Real Central Airport,ES,Ciudad Real,CQM
Reus Air Base,ES,Reus,REU
Rota Naval Station Airport,ES,Rota,ROZ
Salamanca Airport,ES,Salamanca,SLM
San Sebastian Airport,ES,Hondarribia,EAS
Santiago de Compostela Airport,ES,Santiago de Compostela,SCQ
Pirineus - la Seu d'Urgel Airport,ES,La Seu d'Urgell Pyrenees and Andorra,LEU
Teruel Airport,ES,Teruel,TEV
TorrejÃ³n Airport,ES,Madrid,TOJ
Valencia Airport,ES,Valencia,VLC
Valladolid Airport,ES,Valladolid,VLL
Vitoria/Foronda Airport,ES,Alava,VIT
Vigo Airport,ES,Vigo,VGO
Santander Airport,ES,Santander,SDR
Zaragoza Air Base,ES,Zaragoza,ZAZ
Sevilla Airport,ES,Sevilla,SVQ
St Aubin Airport,FR,Dieppe,DPE
Calais-Dunkerque Airport,FR,Calais/Dunkerque,CQF
Albert-Bray Airport,FR,Albert/Bray,BYF
Le Touquet-CÃ´te d'Opale Airport,FR,Le Touquet-Paris-Plage,LTQ
Valenciennes-Denain Airport,FR,Valenciennes/Denain,XVS
Agen-La Garenne Airport,FR,Agen/La Garenne,AGF
Bordeaux-MÃ©rignac Airport,FR,Bordeaux/MÃ©rignac,BOD
Bergerac-RoumaniÃ¨re Airport,FR,Bergerac/RoumaniÃ¨re,EGC
Cognac-ChÃ¢teaubernard (BA 709) Air Base,FR,Cognac/ChÃ¢teaubernard,CNG
La Rochelle-Ãle de RÃ© Airport,FR,La Rochelle/Ãle de RÃ©,LRH
Poitiers-Biard Airport,FR,Poitiers/Biard,PIS
MontluÃ§on-GuÃ©ret Airport,FR,MontluÃ§on/GuÃ©ret,MCU
Limoges Airport,FR,Limoges/Bellegarde,LIG
Niort-SouchÃ© Airport,FR,Niort/SouchÃ©,NIT
Toulouse-Blagnac Airport,FR,Toulouse/Blagnac,TLS
Pau PyrÃ©nÃ©es Airport,FR,Pau/PyrÃ©nÃ©es (Uzein),PUF
Tarbes-Lourdes-PyrÃ©nÃ©es Airport,FR,Tarbes/Lourdes/PyrÃ©nÃ©es,LDE
AngoulÃªme-Brie-Champniers Airport,FR,AngoulÃªme/Brie/Champniers,ANG
PÃ©rigueux-Bassillac Airport,FR,PÃ©rigueux/Bassillac,PGX
Dax Seyresse Airport,FR,Perigueux,XDA
Biarritz-Anglet-Bayonne Airport,FR,Biarritz/Anglet/Bayonne,BIQ
Cahors-Lalbenque Airport,FR,Cahors/Lalbenque,ZAO
Albi-Le SÃ©questre Airport,FR,Albi/Le SÃ©questre,LBI
Castres-Mazamet Airport,FR,Castres/Mazamet,DCM
Rodez-Marcillac Airport,FR,Rodez/Marcillac,RDZ
Royan-MÃ©dis Airport,FR,Royan/MÃ©dis,RYN
Rochefort-Saint-Agnant (BA 721) Airport,FR,Rochefort/Saint-Agnant,RCO
Ãle d'Yeu Airport,FR,Ãle d'Yeu,IDY
Colmar-Houssen Airport,FR,Colmar/Houssen,CMR
Dole-Tavaux Airport,FR,Dole/Tavaux,DLE
MegÃ¨ve Altiport,FR,MegÃ¨ve,MVV
Aubenas-ArdÃ¨che MÃ©ridional Airport,FR,Aubenas/ArdÃ¨che MÃ©ridional,OBS
Le Puy-Loudes Airport,FR,Le Puy/Loudes,LPY
Altiport L'Alpe d'Huez - Henri GIRAUD,FR,L'Alpe d'Huez,AHZ
Metz-Nancy-Lorraine Airport,FR,Metz / Nancy,ETZ
Angers-Loire Airport,FR,Angers/MarcÃ©,ANE
Bastia-Poretta Airport,FR,Bastia/Poretta,BIA
Calvi-Sainte-Catherine Airport,FR,Calvi/Sainte-Catherine,CLY
Figari Sud-Corse Airport,FR,Figari Sud-Corse,FSC
Ajaccio-NapolÃ©on Bonaparte Airport,FR,Ajaccio/NapolÃ©on Bonaparte,AJA
Propriano Airport,FR,Propriano,PRP
Solenzara (BA 126) Air Base,FR,Solenzara,SOZ
MÃ©ribel Altiport,FR,-,MFX
Auxerre-Branches Airport,FR,Auxerre/Branches,AUF
ChambÃ©ry-Savoie Airport,FR,ChambÃ©ry/Aix-les-Bains,CMF
Clermont-Ferrand Auvergne Airport,FR,Clermont-Ferrand/Auvergne,CFE
Bourges Airport,FR,Bourges,BOU
Annemasse Airport,FR,Annemasse,QNJ
Courchevel Airport,FR,Courchevel,CVF
Lyon Saint-ExupÃ©ry Airport,FR,Lyon,LYS
Saint-Yan Airport,FR,Saint-Yan,SYT
Roanne-Renaison Airport,FR,Roanne/Renaison,RNE
Annecy-Haute-Savoie-Mont Blanc Airport,FR,Annecy/Meythet,NCY
Grenoble-IsÃ¨re Airport,FR,Saint-Ãtienne-de-Saint-Geoirs,GNB
Valence-Chabeuil Airport,FR,Valence/Chabeuil,VAF
Vichy-Charmeil Airport,FR,Vichy/Charmeil,VHY
Aurillac Airport,FR,Aurillac,AUR
"ChÃ¢teauroux-DÃ©ols ""Marcel Dassault"" Airport",FR,ChÃ¢teauroux/DÃ©ols,CHR
Lyon-Bron Airport,FR,Lyon/Bron,LYN
Cannes-Mandelieu Airport,FR,Cannes/Mandelieu,CEQ
Saint-Ãtienne-BouthÃ©on Airport,FR,Saint-Ãtienne/BouthÃ©on,EBU
Carcassonne Airport,FR,Carcassonne/Salvaza,CCF
Marseille Provence Airport,FR,Marseille,MRS
Nice-CÃ´te d'Azur Airport,FR,Nice,NCE
Orange-Caritat (BA 115) Air Base,FR,Orange/Caritat,XOG
Perpignan-Rivesaltes (LlabanÃ¨re) Airport,FR,Perpignan/Rivesaltes,PGF
Le Castellet Airport,FR,Le Castellet,CTT
Barcelonnette - Saint-Pons Airport,FR,Le Castellet,BAE
Montpellier-MÃ©diterranÃ©e Airport,FR,Montpellier/MÃ©diterranÃ©e,MPL
BÃ©ziers-Vias Airport,FR,BÃ©ziers/Vias,BZR
Avignon-Caumont Airport,FR,Avignon/Caumont,AVN
Gap - Tallard Airfield,FR,-,GAT
Mende-Brenoux Airfield,FR,Mende/BrÃ©noux,MEN
Mont-Dauphin - St-CrÃ©pin Airport,FR,Mende,SCP
Paris Beauvais TillÃ© Airport,FR,Beauvais/TillÃ©,BVA
Ãvreux-Fauville (BA 105) Air Base,FR,Ãvreux/Fauville,EVX
Le Havre Octeville Airport,FR,Le Havre/Octeville,LEH
OrlÃ©ans-Bricy (BA 123) Air Base,FR,OrlÃ©ans/Bricy,ORE
ChÃ¢lons-Vatry Airport,FR,Vatry,XCR
Les Sables-d'Olonne Talmont Airport,FR,Les Sables-d'Olonne,LSO
Rouen Airport,FR,Rouen/VallÃ©e de Seine,URO
Tours-Val-de-Loire Airport,FR,Tours/Val de Loire (Loire Valley),TUF
Cholet Le Pontreau Airport,FR,Cholet/Le Pontreau,CET
Laval-Entrammes Airport,FR,Laval/Entrammes,LVA
Paris-Le Bourget Airport,FR,Paris,LBG
Creil Air Base,FR,Creil,CSF
Charles de Gaulle International Airport,FR,Paris,CDG
Paris Issy-les-Moulineaux Heliport,FR,Issy-les-Moulineaux,JDP
Toussus-le-Noble Airport,FR,Toussus-le-Noble,TNF
Paris-Orly Airport,FR,Paris,ORY
AÃ©rodrome de Pontoise - Cormeilles en Vexin,FR,Cormeilles-en-Vexin,POX
Villacoublay-VÃ©lizy (BA 107) Air Base,FR,Villacoublay/VÃ©lizy,VIY
Nevers-Fourchambault Airport,FR,Nevers/Fourchambault,NVS
Maubeuge-Ãlesmes Airport,FR,Maubeuge/Ãlesmes,XME
Lille-Lesquin Airport,FR,Lille/Lesquin,LIL
Merville-Calonne Airport,FR,Merville/Calonne,HZB
Charleville-MÃ©ziÃ¨res Airport,FR,Charleville-MÃ©ziÃ¨res,XCZ
Brest Bretagne Airport,FR,Brest/Guipavas,BES
Cherbourg-Maupertus Airport,FR,Cherbourg/Maupertus,CER
Dinard-Pleurtuit-Saint-Malo Airport,FR,Dinard/Pleurtuit/Saint-Malo,DNR
La Baule-Escoublac Airport,FR,La Baule-Escoublac,LBY
Granville Airport,FR,Granville,GFR
Deauville-Saint-Gatien Airport,FR,Deauville,DOL
Lorient South Brittany (Bretagne Sud) Airport,FR,Lorient/Lann/BihouÃ©,LRT
La Roche-sur-Yon Airport,FR,La Roche-sur-Yon/Les Ajoncs,EDM
Landivisiau Air Base,FR,Landivisiau,LDV
Caen-Carpiquet Airport,FR,Caen/Carpiquet,CFR
Le Mans-Arnage Airport,FR,Le Mans/Arnage,LME
Rennes-Saint-Jacques Airport,FR,Rennes/Saint-Jacques,RNS
Lannion-CÃ´te de Granit Airport,FR,Lannion,LAI
Quimper-Cornouaille Airport,FR,Quimper/Pluguffan,UIP
Nantes Atlantique Airport,FR,Nantes,NTE
Saint-Brieuc-Armor Airport,FR,Saint-Brieuc/Armor,SBK
Morlaix-Ploujean Airport,FR,Morlaix/Ploujean,MXN
Vannes-Meucon Airport,FR,Vannes/Meucon,VNE
Saint-Nazaire-Montoir Airport,FR,Saint-Nazaire/Montoir,SNR
EuroAirport Basel-Mulhouse-Freiburg Airport,FR,BÃ¢le/Mulhouse,BSL
Dijon-Bourgogne Airport,FR,Dijon/Longvic,DIJ
Metz-Frescaty (BA 128) Air Base,FR,Metz/Frescaty,MZM
Ãpinal-Mirecourt Airport,FR,Ãpinal/Mirecourt,EPL
Brive-Souillac,FR,Brive la Gaillarde,BVE
Nancy-Essey Airport,FR,Nancy/Essey,ENC
Fontaine Airport,FR,Belfort,BOR
Reims-Champagne (BA 112) Air Base,FR,Reims/Champagne,RHE
Strasbourg Airport,FR,Strasbourg,SXB
Toulon-HyÃ¨res Airport,FR,Toulon/HyÃ¨res/Le Palyvestre,TLN
FrÃ©jus Airport,FR,FrÃ©jus,FRJ
NÃ®mes-Arles-Camargue Airport,FR,NÃ®mes/Garons,FNI
La MÃ´le Airport,FR,La MÃ´le,LTT
Miquelon Airport,PM,Miquelon,MQC
St Pierre Airport,PM,Saint-Pierre,FSP
Andravida Air Base,GR,Andravida,PYR
Agrinion Air Base,GR,Agrinion,AGQ
Dimokritos Airport,GR,Alexandroupolis,AXD
Athen Helenikon Airport,GR,Athens,HEW
Eleftherios Venizelos International Airport,GR,Athens,ATH
Nea Anchialos Airport,GR,Nea Anchialos,VOL
Mulan Airport,AU,Lake Gregory,LGE
Chios Island National Airport,GR,Chios Island,JKH
Porto Cheli Airport,GR,Porto Cheli,PKH
Ikaria Airport,GR,Ikaria Island,JIK
Ioannina Airport,GR,Ioannina,IOA
Heraklion International Nikos Kazantzakis Airport,GR,Heraklion,HER
Kastoria National Airport,GR,Kastoria,KSO
Kithira Airport,GR,Kithira Island,KIT
Kefallinia Airport,GR,Kefallinia Island,EFL
Kastelorizo Airport,GR,Kastelorizo Island,KZS
Kalamata Airport,GR,Kalamata,KLX
Kos Airport,GR,Kos Island,KGS
Karpathos Airport,GR,Karpathos Island,AOK
Ioannis Kapodistrias International Airport,GR,Kerkyra Island,CFU
Kasos Airport,GR,Kasos Island,KSJ
Alexander the Great International Airport,GR,Kavala,KVA
Kalymnos Airport,GR,Kalymnos Island,JKL
Filippos Airport,GR,Kozani,KZI
Leros Airport,GR,Leros Island,LRS
Limnos Airport,GR,Limnos Island,LXS
Larisa Air Base,GR,Larisa,LRA
Laiagam Airport,PG,Laiagam,LGM
Mikonos Airport,GR,Mykonos Island,JMK
Milos Airport,GR,Milos Island,MLO
Mytilene International Airport,GR,Mytilene,MJT
Linga Linga Airport,PG,Linga Linga,LGN
Naxos Airport,GR,Naxos Island,JNX
Paros National Airport,GR,Paros Island,PAS
Astypalaia Airport,GR,Astypalaia Island,JTY
Aktion National Airport,GR,Preveza/Lefkada,PVK
Diagoras Airport,GR,Rodes Island,RHO
Araxos Airport,GR,Patras,GPA
Chania International Airport,GR,Souda,CHQ
Skiathos Island National Airport,GR,Skiathos,JSI
Samos Airport,GR,Samos Island,SMI
Syros Airport,GR,Syros Island,JSY
Sparti Airport,GR,Sparti,SPJ
Santorini Airport,GR,Santorini Island,JTR
Sitia Airport,GR,Crete Island,JSH
Skiros Airport,GR,Skiros Island,SKU
Thessaloniki Macedonia International Airport,GR,Thessaloniki,SKG
"Zakynthos International Airport ""Dionysios Solomos""",GR,Zakynthos Island,ZTH
Budapest Liszt Ferenc International Airport,HU,Budapest,BUD
Debrecen International Airport,HU,Debrecen,DEB
Miskolc Airport,HU,Miskolc,MCQ
Lehu Airport,PG,Lehu,LHP
PÃ©cs-PogÃ¡ny Airport,HU,PÃ©cs-PogÃ¡ny,PEV
HÃ©vÃ­zâBalaton Airport,HU,SÃ¡rmellÃ©k,SOB
TaszÃ¡r Air Base,HU,TaszÃ¡r,TZR
L'AquilaâPreturo Airport,IT,L'Aquila,QAQ
Crotone Airport,IT,Crotone,CRV
Bari Karol WojtyÅa Airport,IT,Bari,BRI
"Foggia ""Gino Lisa"" Airport",IT,Foggia,FOG
"Taranto-Grottaglie ""Marcello Arlotta"" Airport",IT,Grottaglie,TAR
Lecce Galatina Air Base,IT,-,LCC
Pescara International Airport,IT,Pescara,PSR
Brindisi â Salento Airport,IT,Brindisi,BDS
Lamezia Terme Airport,IT,Lamezia Terme (CZ),SUF
Comiso Airport,IT,Comiso,CIY
Catania-Fontanarossa Airport,IT,Catania,CTA
Lampedusa Airport,IT,Lampedusa,LMP
Pantelleria Airport,IT,Pantelleria (TP),PNL
FalconeâBorsellino Airport,IT,Palermo,PMO
Reggio Calabria Airport,IT,Reggio Calabria,REG
Vincenzo Florio Airport Trapani-Birgi,IT,Trapani (TP),TPS
Sigonella Navy Air Base,IT,Sigonella (CT),NSY
Belluno Airport,IT,Belluno (BL),BLX
Cortina Airport,IT,Cortina D'Ampezzo,CDF
Ravenna Airport,IT,Ravenna,RAN
Alghero-Fertilia Airport,IT,Alghero,AHO
Decimomannu Air Base,IT,Decimomannu,DCI
Cagliari Elmas Airport,IT,Cagliari,CAG
Olbia Costa Smeralda Airport,IT,Olbia (SS),OLB
Oristano-Fenosu Airport,IT,Oristano,FNU
TortolÃ¬ Airport,IT,Arbatax,TTB
Malpensa International Airport,IT,Milan,MXP
Milan Bergamo Airport,IT,Bergamo,BGY
Turin Airport,IT,Torino,TRN
Villanova D'Albenga International Airport,IT,Albenga (SV),ALL
Genoa Cristoforo Colombo Airport,IT,Genova,GOA
Milano Linate Airport,IT,Milan,LIN
Parma Airport,IT,Parma,PMF
Aosta Airport,IT,Aosta,AOT
Cuneo International Airport,IT,Cuneo,CUF
Aviano Air Base,IT,Aviano (PN),AVB
Bolzano Airport,IT,Bolzano,BZO
Udine-Campoformido Air Base,IT,Udine,UDN
Bologna Guglielmo Marconi Airport,IT,Bologna,BLQ
Treviso-Sant'Angelo Airport,IT,Treviso,TSF
ForlÃ¬ Airport,IT,ForlÃ¬ (FC),FRL
Brescia Airport,IT,Montichiari (BS),VBS
TriesteâFriuli Venezia Giulia Airport,IT,Trieste,TRS
Federico Fellini International Airport,IT,Rimini,RMI
Vicenza Airport,IT,Vicenza,VIC
Padova Airport,IT,Padova,QPA
Verona Villafranca Airport,IT,Verona,VRN
Ancona Falconara Airport,IT,Ancona,AOI
Venice Marco Polo Airport,IT,Venice,VCE
Lucca-Tassignano Airport,IT,Lucca,LCV
Rieti Airport,IT,Rieti,QRT
Siena-Ampugnano Airport,IT,Siena,SAY
Sarzana-Luni Air Base,IT,Sarzana (SP),QLP
CiampinoâG. B. Pastine International Airport,IT,Rome,CIA
Leonardo da VinciâFiumicino Airport,IT,Rome,FCO
Salerno Costa d'Amalfi Airport,IT,Salerno,QSR
Marina Di Campo Airport,IT,Marina  Di Campo,EBA
Latina Air Base,IT,Latina,QLT
Naples International Airport,IT,NÃ¡poli,NAP
Pisa International Airport,IT,Pisa,PSA
Peretola Airport,IT,Firenze,FLR
Grosseto Air Base,IT,Grosetto,GRS
Perugia San Francesco d'Assisi â Umbria International Airport,IT,Perugia,PEG
Ljubljana JoÅ¾e PuÄnik Airport,SI,Ljubljana,LJU
Maribor Airport,SI,-,MBX
Portoroz Airport,SI,Portoroz,POW
Lekana Airport,CG,Lekana,LKC
HoleÅ¡ov Airport,CZ,HoleÅ¡ov,GTW
Kunovice Airport,CZ,UherskÃ© HradiÅ¡tÄ,UHE
Karlovy Vary International Airport,CZ,Karlovy Vary,KLV
MariÃ¡nskÃ© LÃ¡znÄ Airport,CZ,MariÃ¡nskÃ© LÃ¡znÄ,MKA
Ostrava Leos JanÃ¡Äek Airport,CZ,Ostrava,OSR
Olomouc Airport,CZ,Olomouc,OLO
Pardubice Airport,CZ,Pardubice,PED
PÅerov Air Base,CZ,PÅerov,PRV
VÃ¡clav Havel Airport Prague,CZ,Prague,PRG
Brno-TuÅany Airport,CZ,Brno,BRQ
Vodochody Airport,CZ,Vodochody,VOD
Zabreh Ostrava Airport,CZ,Zabreh,ZBE
Ben Gurion International Airport,IL,Tel Aviv,TLV
Beersheba (Teyman) Airport,IL,Beersheba,BEV
Ramon Airport,IL,Eilat,ETM
Eilat Airport,IL,Eilat,ETH
Ein Yahav Airfield,IL,Sapir,EIY
Reginaldo Hammer Airport,HN,La Lima,LLH
Haifa International Airport,IL,Haifa,HFA
Ben Ya'akov Airport,IL,Rosh Pina,RPN
Kiryat Shmona Airport,IL,Kiryat Shmona,KSW
Lissadell Airport,AU,Lissadell Station,LLL
Bar Yehuda Airfield,IL,Masada,MTZ
Nevatim Air Base,IL,Beersheba,VTM
Ovda International Airport,IL,Eilat,VDA
Ramon Air Base,IL,Beersheba,MIP
Sde Dov Airport,IL,Tel Aviv,SDV
Yotvata Airfield,IL,Yotvata,YOT
La Macarena Airport,CO,La Macarena,LMC
Xewkija Heliport,MT,Gozo,GZM
Malta International Airport,MT,Valletta,MLA
Palma Airport,MZ,Palma,LMZ
Lengbati Airport,PG,-,LNC
Munbil Airport,PG,-,LNF
Langimar Airport,PG,-,LNM
Monaco Heliport,MC,Monaco,MCM
Loani Airport,PG,Loani,LNQ
Loen Airport,MH,Loen Island,LOF
Hohenems-Dornbirn Airfield,AT,Hohenems / Dornbirn,HOH
Francisco Primo de Verdad y Ramos Airport,MX,Lagos de Moreno,LOM
Lowe AHP (Fort Rucker) Heliport,US,Fort Rucker Ozark,LOR
Graz Airport,AT,Graz,GRZ
Innsbruck Airport,AT,Innsbruck,INN
Klagenfurt Airport,AT,Klagenfurt am WÃ¶rthersee,KLU
Linz HÃ¶rsching Airport,AT,Linz,LNZ
Salzburg Airport,AT,Salzburg,SZG
Vienna International Airport,AT,Vienna,VIE
Alverca Air Base,PT,Vila Franca de Xira,AVR
Santa Maria Airport,PT,Vila do Porto,SMA
BraganÃ§a Airport,PT,BraganÃ§a,BGC
Beja Airport / Airbase,PT,Beja,BYJ
Braga Municipal Aerodrome,PT,Braga,BGZ
Aerodromo de Chaves,PT,Chaves,CHV
Corvo Airport,PT,Corvo,CVU
Cascais Airport,PT,Cascais,CAT
Flores Airport,PT,Santa Cruz das Flores,FLW
Faro Airport,PT,Faro,FAO
Graciosa Airport,PT,Santa Cruz da Graciosa,GRW
Horta Airport,PT,Horta,HOR
Lajes Airport,PT,Praia da VitÃ³ria,TER
Madeira Airport,PT,Funchal,FNC
Monte Real Air Base,PT,-,QLR
JoÃ£o Paulo II Airport,PT,Ponta Delgada,PDL
Pico Airport,PT,Pico Island,PIX
PortimÃ£o Airport,PT,PortimÃ£o,PRM
Francisco de SÃ¡ Carneiro Airport,PT,Porto,OPO
Porto Santo Airport,PT,Vila Baleira,PXO
Humberto Delgado Airport (Lisbon Portela Airport),PT,Lisbon,LIS
Sines Airport,PT,-,SIE
SÃ£o Jorge Airport,PT,Velas,SJZ
Vila Real Airport,PT,Vila Real,VRL
Aerodromo Goncalves Lobato (Viseu Airport),PT,Viseu,VSE
Banja Luka International Airport,BA,Banja Luka,BNX
Mostar International Airport,BA,Mostar,OMO
Sarajevo International Airport,BA,Sarajevo,SJJ
Tuzla International Airport,BA,Tuzla,TZL
Arad International Airport,RO,Arad,ARW
BacÄu Airport,RO,BacÄu,BCM
MaramureÈ International Airport,RO,Baia Mare,BAY
BÄneasa International Airport,RO,Bucharest,BBU
Mihail KogÄlniceanu International Airport,RO,ConstanÅ£a,CND
Cluj-Napoca International Airport,RO,Cluj-Napoca,CLJ
CaransebeÅ Airport,RO,CaransebeÅ,CSB
Craiova Airport,RO,Craiova,CRA
IaÅi Airport,RO,IaÅi,IAS
Sharpe AAF,US,Lathrop,LRO
Oradea International Airport,RO,Oradea,OMR
Henri CoandÄ International Airport,RO,Bucharest,OTP
Sibiu International Airport,RO,Sibiu,SBZ
Satu Mare Airport,RO,Satu Mare,SUJ
Suceava Stefan cel Mare Airport,RO,Suceava,SCV
Tulcea Airport,RO,Tulcea,TCE
Transilvania TÃ¢rgu MureÅ International Airport,RO,TÃ¢rgu MureÅ,TGM
TimiÅoara Traian Vuia Airport,RO,TimiÅoara,TSR
Geneva Cointrin International Airport,CH,Geneva,GVA
Neuchatel Airport,CH,-,QNC
Sion Airport,CH,Sion,SIR
Emmen Air Base,CH,-,EML
Interlaken Air Base,CH,-,ZIN
Lugano Airport,CH,Lugano,LUG
Bern Belp Airport,CH,Bern,BRN
Buochs Airport,CH,Buochs,BXO
Ascona Airport,CH,Ascona,ACO
Grenchen Airport,CH,Grenchen,ZHI
ZÃ¼rich Airport,CH,Zurich,ZRH
Locarno Airport,CH,Locarno,ZJI
St Gallen Altenrhein Airport,CH,Altenrhein,ACH
Samedan Airport,CH,-,SMV
GÃ¶kÃ§eada Airport,TR,GÃ¶kÃ§eada,GKD
EsenboÄa International Airport,TR,Ankara,ESB
Etimesgut Air Base,TR,Ankara,ANK
Adana Airport,TR,Adana,ADA
Ä°ncirlik Air Base,TR,Adana,UAB
Afyon Airport,TR,Afyonkarahisar,AFY
Antalya International Airport,TR,Antalya,AYT
Gaziantep International Airport,TR,Gaziantep,GZT
Kastamonu Airport,TR,Kastamonu,KFS
Konya Airport,TR,Konya,KYA
Amasya Merzifon Airport,TR,Amasya,MZH
Sivas Nuri DemiraÄ Airport,TR,Sivas,VAS
Zonguldak Airport,TR,Zonguldak,ONQ
Malatya ErhaÃ§ Airport,TR,Malatya,MLX
Kayseri Erkilet Airport,TR,Kayseri,ASR
Tokat Airport,TR,Tokat,TJK
Ãardak Airport,TR,Denizli,DNZ
NevÅehir Kapadokya Airport,TR,NevÅehir,NAV
Latrobe Airport,AU,Latrobe,LTB
AtatÃ¼rk International Airport,TR,Istanbul,ISL
ÃÄ±ldÄ±r Airport,TR,AydÄ±n,CII
Bursa Airport,TR,Bursa,BTZ
BalÄ±kesir Merkez Airport,TR,-,BZI
BandÄ±rma Airport,TR,-,BDM
Ãanakkale Airport,TR,Ãanakkale,CKZ
EskiÅehir Air Base,TR,-,ESK
Adnan Menderes International Airport,TR,Ä°zmir,ADB
ÃiÄli Airport,TR,-,IGL
UÅak Airport,TR,UÅak,USQ
Cengiz Topel Airport,TR,-,KCO
Bursa YeniÅehir Airport,TR,Bursa,YEI
Dalaman International Airport,TR,Dalaman,DLM
TekirdaÄ Ãorlu Airport,TR,Ãorlu,TEQ
ImsÄ±k Airport,TR,-,BXN
Anadolu Airport,TR,EskiÅehir,AOE
Zafer Airport,TR,AltÄ±ntaÅ,KZR
ElazÄ±Ä Airport,TR,ElazÄ±Ä,EZS
Diyarbakir Airport,TR,Diyarbakir,DIY
Erzincan Airport,TR,Erzincan,ERC
Erzurum International Airport,TR,Erzurum,ERZ
Kars Airport,TR,Kars,KSY
Trabzon International Airport,TR,Trabzon,TZX
ÅanlÄ±urfa Airport,TR,ÅanlÄ±urfa,SFQ
Van Ferit Melen Airport,TR,Van,VAN
Batman Airport,TR,Batman,BAL
MuÅ Airport,TR,MuÅ,MSR
Siirt Airport,TR,Siirt,SXZ
Sinop Airport,TR,Sinop,NOP
KahramanmaraÅ Airport,TR,KahramanmaraÅ,KCM
AÄrÄ± Airport,TR,-,AJI
AdÄ±yaman Airport,TR,AdÄ±yaman,ADF
Mardin Airport,TR,Mardin,MQM
ÅanlÄ±urfa GAP Airport,TR,ÅanlÄ±urfa,GNY
ÅÄ±rnak Åerafettin ElÃ§i Airport,TR,ÅÄ±rnak,NKT
Hakkari YÃ¼ksekova Airport,TR,Hakkari,YKO
Hatay Airport,TR,Hatay,HTY
Leitre Airport,PG,Leitre,LTF
SÃ¼leyman Demirel International Airport,TR,Isparta,ISE
BalÄ±kesir KÃ¶rfez Airport,TR,Edremit,EDO
Milas Bodrum International Airport,TR,Bodrum,BJV
Samsun ÃarÅamba Airport,TR,Samsun,SZF
Sabiha GÃ¶kÃ§en International Airport,TR,Istanbul,SAW
Istanbul Airport,TR,Istanbul,IST
GazipaÅa Airport,TR,GazipaÅa,GZP
Lathrop Wells Airport / Jackass Aeropark,US,Amargosa Valley,LTH
BÄlÈi International Airport,MD,BÄlÈi,BZY
ChiÅinÄu International Airport,MD,ChiÅinÄu,KIV
Lublin Airport,PL,Lublin,LUZ
Santana do Livramento Airport,BR,Santana do Livramento,LVB
Yasser Arafat International Airport,PS,Rafah,GZA
Lebak Rural Airport,PH,Lebak,LWA
Ohrid St. Paul the Apostle Airport,MK,Ohrid,OHD
Skopje International Airport,MK,Skopje,SKP
Gibraltar Airport,GI,Gibraltar,GIB
Brak Airport,LY,Brak,BCQ
Martubah Airport,LY,Derna,DNF
Misratah Airport,LY,Misratah,MRA
Ubari Airport,LY,Ubari,QUB
Belgrade Nikola Tesla Airport,RS,Belgrade,BEG
Berane Airport,ME,Berane,IVG
Batajnica Air Base,RS,Batajnica,BJY
Morava Airport,RS,Kraljevo,KVO
Nis Airport,RS,Nis,INI
Cenej Airport,RS,Novi Sad,QND
Podgorica Airport,ME,Podgorica,TGD
Tivat Airport,ME,Tivat,TIV
M. R. Å tefÃ¡nik Airport,SK,Bratislava,BTS
KoÅ¡ice Airport,SK,KoÅ¡ice,KSC
LuÄenec Airport,SK,LuÄenec,LUE
PieÅ¡Å¥any Airport,SK,PieÅ¡Å¥any,PZY
PreÅ¡ov Air Base,SK,PreÅ¡ov,POV
SliaÄ Airport,SK,SliaÄ,SLD
Poprad-Tatry Airport,SK,Poprad,TAT
Å½ilina Airport,SK,Å½ilina,ILZ
Drummond Airport,US,Drummond,DRU
Goulimime Airport,MA,Goulimime,GLN
Ware Airport,US,Ware,UWA
Mamai Airport,PG,Mamai,MAP
JAGS McCartney International Airport,TC,Cockburn Town,GDT
Middle Caicos Airport,TC,Middle Caicos,MDS
North Caicos Airport,TC,-,NCA
Pine Cay Airport,TC,Pine Cay,PIC
Providenciales Airport,TC,Providenciales Island,PLS
South Caicos Airport,TC,-,XSC
Salt Cay Airport,TC,Salt Cay,SLX
Maria Montez International Airport,DO,Barahona,BRX
Cabo Rojo Airport,DO,Cabo Rojo,CBJ
SamanÃ¡ El Catey International Airport,DO,Samana,AZS
Constanza - ExpediciÃ³n 14 de Junio National Airport,DO,Costanza,COZ
Herrera Airport,DO,Santo Domingo,HEX
La Isabela International Airport,DO,La Isabela,JBQ
Casa De Campo International Airport,DO,La Romana,LRM
Punta Cana International Airport,DO,Punta Cana,PUJ
Samana El Portillo Airport,DO,Samana,EPS
Gregorio Luperon International Airport,DO,Puerto Plata,POP
Medfra Airport,US,Medfra,MDR
